SATISFACTION_LEVEL,LAST_EVALUATION,NUMBER_PROJECT,AVERAGE_MONTLY_HOURS,TIME_SPEND_COMPANY,WORK_ACCIDENT,QUIT_THE_COMPANY,PROMOTION_LAST_5YEARS,DEPARTMENTS,SALARY,EMPLOYEE_ID,ABSENTEEISM,JOB_ROLE,MANAGER_FEEDBACK_SCORE,REMOTE_WORK,ENGAGEMENT_SCORE
0.40,0.46,2.0,128,3.0,0.0,1,0,management,low,EMP00291,6,Operations Manager,2.9,0,0.34
0.79,0.64,4.0,263,2.0,0.0,0,0,sales,low,EMP06806,7,Sales Executive,5.6,0,0.68
0.86,0.70,5.0,160,3.0,0.0,0,0,technical,medium,EMP02324,8,Software Engineer,9.5,1,0.90
0.82,0.89,4.0,275,3.0,0.0,0,0,IT,medium,EMP09001,2,IT Support,8.8,0,0.85
0.72,0.84,3.0,167,3.0,0.0,0,0,sales,medium,EMP05822,6,Sales Executive,7.9,0,0.76
0.17,0.85,3.0,168,4.0,0.0,0,0,IT,low,EMP07317,11,IT Support,1.0,1,0.14
0.81,0.81,5.0,215,2.0,0.0,0,0,sales,low,EMP03834,3,Sales Executive,6.5,0,0.73
0.49,0.84,5.0,193,3.0,0.0,0,0,product_mng,medium,EMP03578,11,Product Manager,3.6,0,0.42
0.96,0.94,3.0,182,3.0,0.0,0,0,marketing,high,EMP09394,2,Marketing Analyst,8.7,1,0.91
0.73,0.51,3.0,244,2.0,0.0,0,0,sales,medium,EMP07729,4,Sales Executive,8.9,0,0.81
0.91,0.75,2.0,147,3.0,0.0,0,0,marketing,low,EMP11586,0,Marketing Analyst,10.0,0,0.96
0.74,0.87,5.0,242,5.0,0.0,1,0,support,medium,EMP14794,2,Customer Support,6.9,0,0.72
0.31,0.84,7.0,133,5.0,0.0,1,0,technical,low,EMP14347,19,Software Engineer,3.4,1,0.32
0.69,0.75,3.0,179,2.0,1.0,0,0,sales,high,EMP05596,7,Sales Executive,6.2,0,0.66
0.11,0.83,6.0,306,4.0,0.0,1,0,support,low,EMP00287,12,Customer Support,1.5,0,0.13
0.59,0.81,4.0,200,2.0,0.0,0,0,support,low,EMP02113,7,Customer Support,6.7,0,0.63
0.81,0.85,4.0,202,3.0,1.0,0,0,product_mng,medium,EMP08619,9,Product Manager,8.9,0,0.85
0.49,0.62,4.0,161,2.0,0.0,0,0,IT,medium,EMP11840,10,IT Support,4.5,0,0.47
0.42,0.50,2.0,128,3.0,0.0,1,0,accounting,high,EMP01633,19,Financial Analyst,5.8,1,0.50
0.93,0.71,5.0,270,2.0,0.0,0,0,technical,high,EMP07388,8,Software Engineer,9.5,1,0.94
0.80,0.56,2.0,204,3.0,0.0,0,0,sales,high,EMP07421,0,Sales Executive,7.7,1,0.78
0.98,0.83,5.0,211,3.0,0.0,0,0,support,medium,EMP08835,6,Customer Support,10.0,0,0.99
0.37,0.52,2.0,141,3.0,0.0,1,0,sales,low,EMP01769,15,Sales Executive,2.4,0,0.30
0.96,0.70,2.0,273,3.0,0.0,0,0,sales,low,EMP08566,7,Sales Executive,10.0,0,0.98
1.00,0.77,5.0,269,3.0,0.0,0,0,sales,low,EMP13334,3,Sales Executive,9.9,0,1.00
0.75,0.50,4.0,166,4.0,0.0,0,0,IT,low,EMP09458,6,IT Support,8.1,0,0.78
0.57,0.54,4.0,167,3.0,0.0,0,0,technical,medium,EMP05937,4,Software Engineer,4.2,1,0.50
0.98,0.87,3.0,239,4.0,0.0,0,0,support,medium,EMP07989,8,Customer Support,9.8,0,0.98
0.92,0.93,4.0,225,2.0,0.0,0,1,RandD,medium,EMP11181,8,Research Scientist,10.0,1,0.96
0.37,0.46,2.0,157,3.0,0.0,1,0,IT,low,EMP12599,7,IT Support,4.4,0,0.40
0.39,0.46,2.0,136,3.0,0.0,1,0,support,medium,EMP14873,14,Customer Support,3.5,0,0.37
0.85,0.65,4.0,162,2.0,0.0,0,0,technical,medium,EMP09894,8,Software Engineer,8.3,1,0.84
0.69,0.67,4.0,141,3.0,0.0,0,0,sales,medium,EMP09553,9,Sales Executive,6.6,0,0.68
0.81,0.55,4.0,217,8.0,0.0,0,0,accounting,medium,EMP11010,6,Financial Analyst,7.8,0,0.80
0.10,0.97,6.0,247,4.0,0.0,1,0,management,medium,EMP00388,13,Operations Manager,1.0,0,0.10
0.78,0.79,3.0,203,2.0,0.0,0,0,sales,low,EMP03904,5,Sales Executive,7.7,0,0.78
0.09,0.78,6.0,244,4.0,0.0,1,0,IT,low,EMP01054,12,IT Support,1.9,0,0.14
0.64,0.66,3.0,218,3.0,0.0,0,0,technical,low,EMP02865,3,Software Engineer,4.3,1,0.54
0.61,0.72,4.0,182,2.0,1.0,0,0,RandD,medium,EMP06792,2,Research Scientist,7.3,1,0.67
0.81,0.73,4.0,272,2.0,0.0,0,0,sales,medium,EMP05599,2,Sales Executive,7.8,0,0.80
0.37,0.54,2.0,149,3.0,0.0,1,0,support,low,EMP00358,5,Customer Support,3.7,0,0.37
0.53,0.97,4.0,254,3.0,0.0,0,0,sales,low,EMP09721,3,Sales Executive,4.8,0,0.50
0.52,0.95,3.0,171,3.0,1.0,0,0,support,low,EMP06689,5,Customer Support,3.5,1,0.44
0.77,0.87,3.0,207,4.0,1.0,0,0,sales,low,EMP08488,3,Sales Executive,9.8,0,0.88
0.96,0.85,4.0,247,3.0,0.0,0,0,sales,high,EMP11101,8,Sales Executive,8.5,0,0.90
0.64,0.86,4.0,248,6.0,0.0,0,0,marketing,medium,EMP10160,4,Marketing Analyst,4.8,1,0.56
0.89,0.95,2.0,181,5.0,0.0,1,0,technical,medium,EMP14711,6,Software Engineer,9.0,0,0.90
0.19,1.00,4.0,192,4.0,0.0,1,0,accounting,low,EMP00488,18,Financial Analyst,1.8,0,0.18
0.15,0.76,4.0,255,6.0,0.0,0,0,accounting,low,EMP05652,14,Financial Analyst,1.2,0,0.14
0.18,0.75,3.0,250,3.0,0.0,0,0,technical,medium,EMP02406,7,Software Engineer,1.8,1,0.18
0.77,0.65,3.0,187,3.0,0.0,0,0,marketing,low,EMP09317,2,Marketing Analyst,7.1,1,0.74
0.44,0.45,3.0,133,2.0,1.0,0,0,support,medium,EMP04399,14,Customer Support,4.6,0,0.45
0.57,0.70,3.0,273,6.0,0.0,1,0,support,low,EMP00048,5,Customer Support,6.7,0,0.62
0.98,0.93,5.0,145,4.0,0.0,0,0,IT,low,EMP05024,3,IT Support,8.8,1,0.93
0.74,0.67,5.0,216,3.0,0.0,0,0,sales,low,EMP13864,6,Sales Executive,5.1,0,0.62
0.39,0.55,2.0,156,3.0,0.0,1,0,sales,high,EMP01399,5,Sales Executive,4.6,0,0.42
0.84,0.73,4.0,197,3.0,0.0,0,1,technical,low,EMP13671,5,Software Engineer,10.0,1,0.92
0.87,0.50,4.0,267,2.0,1.0,0,0,accounting,medium,EMP05218,4,Financial Analyst,8.7,0,0.87
0.82,0.94,5.0,236,5.0,0.0,1,0,sales,low,EMP14958,5,Sales Executive,8.4,0,0.83
0.11,0.87,6.0,255,4.0,0.0,1,0,sales,low,EMP00709,16,Sales Executive,1.0,0,0.11
0.59,1.00,2.0,160,5.0,0.0,1,0,product_mng,low,EMP00829,7,Product Manager,7.5,0,0.67
0.95,0.50,4.0,242,2.0,0.0,0,0,support,medium,EMP03257,0,Customer Support,9.4,0,0.94
0.70,0.50,3.0,251,2.0,0.0,0,0,technical,medium,EMP09271,6,Software Engineer,6.8,0,0.69
0.38,0.54,2.0,143,3.0,0.0,1,0,sales,low,EMP14227,11,Sales Executive,4.7,0,0.43
0.61,0.95,4.0,174,4.0,0.0,0,0,sales,low,EMP02228,8,Sales Executive,7.0,0,0.66
0.70,0.56,4.0,214,3.0,0.0,0,1,management,medium,EMP13481,0,Operations Manager,6.4,0,0.67
0.72,0.95,4.0,230,3.0,0.0,0,0,technical,low,EMP08511,9,Software Engineer,6.2,0,0.67
0.42,0.86,2.0,108,5.0,0.0,0,0,technical,high,EMP03699,8,Software Engineer,6.3,1,0.52
0.14,0.58,4.0,275,10.0,0.0,0,0,sales,medium,EMP11298,12,Sales Executive,1.2,0,0.13
0.64,0.60,3.0,265,4.0,0.0,0,0,sales,low,EMP13986,0,Sales Executive,6.9,0,0.66
0.79,0.89,4.0,240,3.0,0.0,0,0,sales,medium,EMP02922,3,Sales Executive,7.9,0,0.79
0.82,0.48,4.0,149,6.0,0.0,0,0,product_mng,high,EMP07853,3,Product Manager,7.3,0,0.77
0.56,0.88,4.0,248,2.0,0.0,0,0,sales,medium,EMP10252,8,Sales Executive,6.3,0,0.60
0.15,0.60,5.0,188,7.0,0.0,0,0,sales,medium,EMP13807,8,Sales Executive,1.8,0,0.16
0.51,0.52,5.0,261,3.0,1.0,0,0,RandD,low,EMP12970,4,Research Scientist,4.4,1,0.48
0.90,0.52,3.0,162,2.0,0.0,0,0,sales,high,EMP09706,5,Sales Executive,9.4,0,0.92
0.80,0.57,3.0,225,4.0,0.0,0,0,support,low,EMP03785,0,Customer Support,7.5,0,0.78
0.76,0.59,3.0,191,4.0,0.0,0,0,marketing,medium,EMP02678,8,Marketing Analyst,6.4,1,0.70
0.80,0.96,5.0,124,3.0,0.0,0,0,sales,low,EMP04982,2,Sales Executive,8.3,1,0.82
0.50,0.51,3.0,169,4.0,0.0,0,0,marketing,low,EMP05426,3,Marketing Analyst,4.6,1,0.48
0.73,0.88,5.0,233,4.0,1.0,0,0,sales,medium,EMP13229,0,Sales Executive,8.8,0,0.80
0.85,0.76,4.0,262,2.0,0.0,0,0,IT,low,EMP07164,8,IT Support,8.5,1,0.85
0.84,0.86,5.0,240,5.0,0.0,1,0,accounting,medium,EMP01403,7,Financial Analyst,7.6,0,0.80
0.24,0.78,5.0,131,5.0,0.0,0,0,sales,low,EMP08799,13,Sales Executive,2.6,0,0.25
0.62,0.53,3.0,141,3.0,0.0,0,0,sales,low,EMP02309,7,Sales Executive,4.9,1,0.56
0.50,0.91,4.0,144,8.0,0.0,0,0,management,medium,EMP11671,6,Operations Manager,4.9,0,0.50
0.95,0.96,4.0,161,2.0,0.0,0,0,IT,high,EMP07999,5,IT Support,9.8,1,0.97
0.78,0.60,4.0,143,2.0,0.0,0,1,sales,medium,EMP13148,0,Sales Executive,8.0,1,0.79
0.11,0.91,6.0,278,4.0,0.0,1,0,marketing,low,EMP12151,18,Marketing Analyst,2.4,0,0.18
0.70,0.95,4.0,231,3.0,0.0,0,0,support,medium,EMP12949,9,Customer Support,9.6,0,0.83
0.49,0.78,4.0,254,10.0,0.0,0,0,management,high,EMP11632,10,Operations Manager,6.1,0,0.55
0.97,0.68,3.0,167,3.0,0.0,0,0,sales,low,EMP02146,0,Sales Executive,10.0,0,0.98
0.63,0.93,6.0,171,3.0,1.0,0,0,support,low,EMP07154,1,Customer Support,5.3,0,0.58
0.57,0.51,2.0,152,2.0,0.0,0,0,accounting,medium,EMP02089,8,Financial Analyst,5.2,0,0.54
0.76,0.73,3.0,192,2.0,0.0,0,0,technical,low,EMP08127,5,Software Engineer,8.4,1,0.80
0.41,0.47,2.0,154,3.0,0.0,1,0,sales,low,EMP00863,8,Sales Executive,4.4,1,0.43
0.72,0.49,4.0,148,2.0,0.0,0,0,IT,low,EMP06626,3,IT Support,7.2,0,0.72
0.72,0.82,5.0,269,5.0,0.0,1,0,technical,low,EMP01108,4,Software Engineer,8.2,1,0.77
0.89,0.87,5.0,255,5.0,0.0,1,0,RandD,medium,EMP00305,2,Research Scientist,7.6,0,0.82
0.09,0.90,7.0,289,4.0,0.0,1,0,product_mng,low,EMP12528,12,Product Manager,1.0,0,0.10
0.39,0.53,2.0,153,3.0,0.0,1,0,sales,medium,EMP01624,12,Sales Executive,3.0,0,0.34
0.11,0.80,6.0,285,4.0,0.0,1,0,accounting,medium,EMP14395,7,Financial Analyst,2.3,0,0.17
0.77,0.91,5.0,236,5.0,0.0,1,0,marketing,medium,EMP00543,0,Marketing Analyst,5.7,1,0.67
0.77,0.75,4.0,191,3.0,0.0,0,0,IT,medium,EMP13375,9,IT Support,6.8,1,0.72
0.67,0.72,4.0,218,2.0,1.0,0,0,sales,low,EMP09098,3,Sales Executive,7.7,0,0.72
0.67,0.94,4.0,141,2.0,1.0,0,0,support,low,EMP03939,3,Customer Support,6.5,0,0.66
0.36,0.69,3.0,165,3.0,0.0,0,0,sales,medium,EMP06424,10,Sales Executive,3.7,0,0.36
0.89,0.90,4.0,153,3.0,0.0,0,0,support,low,EMP03943,0,Customer Support,8.9,0,0.89
0.84,0.54,5.0,186,2.0,0.0,0,0,technical,medium,EMP09469,2,Software Engineer,9.5,1,0.90
0.62,0.87,5.0,149,3.0,0.0,0,0,sales,medium,EMP02535,2,Sales Executive,5.1,0,0.56
0.40,0.46,2.0,146,3.0,0.0,1,0,sales,low,EMP01386,10,Sales Executive,3.0,0,0.35
0.41,0.96,6.0,171,5.0,1.0,0,0,support,medium,EMP03025,17,Customer Support,3.3,1,0.37
0.54,0.85,4.0,157,3.0,0.0,0,1,technical,medium,EMP04541,1,Software Engineer,6.3,1,0.58
0.91,1.00,4.0,251,6.0,0.0,1,0,technical,low,EMP01721,6,Software Engineer,10.0,1,0.96
0.49,0.81,4.0,233,3.0,0.0,0,0,sales,low,EMP04986,12,Sales Executive,4.4,0,0.46
0.86,0.92,3.0,162,3.0,1.0,0,0,accounting,medium,EMP08427,7,Financial Analyst,7.8,0,0.82
0.48,0.79,3.0,180,2.0,0.0,0,0,technical,medium,EMP07524,15,Software Engineer,4.5,1,0.46
0.61,0.89,3.0,242,10.0,0.0,0,0,sales,high,EMP11195,5,Sales Executive,6.2,0,0.62
0.11,0.81,5.0,287,4.0,0.0,1,0,sales,low,EMP14519,9,Sales Executive,1.4,0,0.12
0.54,0.93,4.0,184,2.0,1.0,0,0,marketing,medium,EMP12827,0,Marketing Analyst,4.4,1,0.49
0.74,0.96,4.0,154,4.0,0.0,0,0,support,medium,EMP03108,7,Customer Support,7.0,0,0.72
0.44,0.54,2.0,135,3.0,0.0,1,0,support,low,EMP01684,19,Customer Support,3.6,0,0.40
0.67,0.39,2.0,235,6.0,0.0,0,0,RandD,low,EMP08085,4,Research Scientist,3.8,1,0.52
0.78,0.83,4.0,217,6.0,0.0,1,0,support,medium,EMP14716,0,Customer Support,5.9,0,0.68
0.25,0.76,6.0,182,3.0,0.0,0,0,accounting,low,EMP09416,16,Financial Analyst,1.2,1,0.18
0.99,0.86,3.0,198,3.0,0.0,0,0,sales,medium,EMP05509,5,Sales Executive,9.8,0,0.99
0.61,0.82,3.0,261,4.0,0.0,0,0,IT,low,EMP04030,7,IT Support,5.7,1,0.59
0.66,0.99,3.0,183,2.0,0.0,0,0,technical,medium,EMP08148,2,Software Engineer,6.0,0,0.63
0.90,0.88,5.0,254,2.0,0.0,0,0,marketing,medium,EMP10691,2,Marketing Analyst,9.8,0,0.94
0.31,0.54,5.0,132,5.0,0.0,1,0,sales,low,EMP12168,5,Sales Executive,3.9,1,0.35
0.32,0.58,5.0,271,5.0,0.0,1,0,sales,high,EMP00931,5,Sales Executive,3.3,0,0.32
0.79,0.59,4.0,187,2.0,0.0,0,0,management,low,EMP10921,3,Operations Manager,7.0,1,0.74
0.87,0.64,2.0,169,3.0,1.0,0,0,marketing,medium,EMP10237,1,Marketing Analyst,7.0,0,0.78
0.59,0.41,4.0,139,3.0,0.0,0,0,accounting,low,EMP07054,7,Financial Analyst,5.6,0,0.57
0.75,0.48,3.0,250,5.0,0.0,0,0,sales,medium,EMP07720,5,Sales Executive,8.3,0,0.79
0.68,0.88,5.0,256,2.0,0.0,0,0,technical,medium,EMP07485,2,Software Engineer,8.2,1,0.75
0.86,0.85,3.0,254,3.0,0.0,0,0,technical,medium,EMP06146,8,Software Engineer,8.4,1,0.85
0.63,0.67,4.0,229,3.0,0.0,0,0,sales,medium,EMP09936,4,Sales Executive,6.8,0,0.66
0.61,0.97,4.0,153,3.0,0.0,0,0,accounting,medium,EMP03997,7,Financial Analyst,3.2,0,0.46
0.29,0.48,2.0,249,4.0,0.0,1,0,IT,medium,EMP01359,9,IT Support,2.5,1,0.27
0.73,0.94,3.0,177,3.0,0.0,0,0,technical,low,EMP11697,7,Software Engineer,6.8,0,0.70
0.84,0.73,5.0,230,4.0,1.0,0,0,accounting,low,EMP08629,6,Financial Analyst,9.9,0,0.92
1.00,0.96,4.0,155,3.0,0.0,0,0,support,medium,EMP09314,2,Customer Support,10.0,0,1.00
0.40,0.46,2.0,135,3.0,0.0,1,0,technical,low,EMP14333,18,Software Engineer,4.5,0,0.43
0.91,0.74,5.0,192,3.0,0.0,0,1,accounting,medium,EMP05039,6,Financial Analyst,9.5,0,0.93
0.75,0.76,3.0,246,3.0,0.0,0,0,sales,medium,EMP07343,2,Sales Executive,7.5,0,0.75
0.99,0.86,3.0,166,2.0,0.0,0,0,support,low,EMP07457,2,Customer Support,10.0,1,1.00
0.56,0.76,3.0,237,3.0,0.0,0,0,technical,medium,EMP06012,3,Software Engineer,5.7,1,0.57
0.37,0.46,2.0,140,3.0,0.0,1,0,support,low,EMP14267,8,Customer Support,4.8,0,0.42
0.56,0.81,4.0,188,3.0,1.0,0,0,marketing,low,EMP10924,0,Marketing Analyst,3.7,0,0.46
0.37,0.53,2.0,140,3.0,0.0,1,0,management,medium,EMP01741,17,Operations Manager,4.5,0,0.41
0.66,0.53,3.0,164,6.0,0.0,0,0,support,low,EMP11279,4,Customer Support,5.8,0,0.62
0.91,0.82,2.0,241,3.0,0.0,0,0,sales,medium,EMP11913,4,Sales Executive,9.2,0,0.92
0.44,0.51,2.0,127,3.0,0.0,1,0,technical,medium,EMP14482,7,Software Engineer,5.4,1,0.49
0.95,0.73,4.0,238,3.0,1.0,0,0,IT,low,EMP06625,0,IT Support,9.2,1,0.94
0.44,0.56,2.0,133,3.0,0.0,1,0,technical,medium,EMP14905,13,Software Engineer,5.2,1,0.48
0.48,0.49,4.0,242,2.0,1.0,0,0,support,medium,EMP02418,19,Customer Support,4.0,0,0.44
0.24,0.56,4.0,281,7.0,0.0,0,0,sales,medium,EMP13758,10,Sales Executive,2.9,0,0.26
0.67,1.00,3.0,201,4.0,0.0,0,0,marketing,medium,EMP06038,7,Marketing Analyst,6.0,1,0.64
0.73,0.92,4.0,273,5.0,0.0,1,0,sales,low,EMP01088,0,Sales Executive,7.4,0,0.74
0.66,0.84,4.0,186,3.0,0.0,0,0,IT,medium,EMP09153,1,IT Support,6.3,1,0.64
0.79,0.81,4.0,203,3.0,0.0,0,0,RandD,medium,EMP06943,8,Research Scientist,8.8,1,0.84
0.68,0.81,3.0,180,2.0,1.0,0,0,sales,high,EMP09937,2,Sales Executive,7.3,0,0.70
0.50,0.70,5.0,264,2.0,0.0,0,0,technical,low,EMP05380,5,Software Engineer,5.0,1,0.50
0.78,0.47,4.0,129,2.0,0.0,0,0,technical,medium,EMP06071,4,Software Engineer,7.1,0,0.74
0.97,0.52,4.0,207,3.0,0.0,0,0,product_mng,low,EMP10600,6,Product Manager,9.8,0,0.98
0.37,0.47,2.0,138,3.0,1.0,1,0,accounting,medium,EMP12613,6,Financial Analyst,3.1,0,0.34
0.73,0.77,3.0,233,3.0,0.0,0,0,sales,medium,EMP11359,0,Sales Executive,5.4,1,0.64
0.93,0.92,5.0,189,2.0,0.0,0,0,RandD,low,EMP05953,3,Research Scientist,8.0,1,0.86
0.23,0.77,5.0,272,2.0,0.0,0,0,sales,low,EMP11737,14,Sales Executive,3.9,0,0.31
0.26,0.45,2.0,157,3.0,0.0,0,0,accounting,medium,EMP03922,6,Financial Analyst,1.9,0,0.22
0.53,0.96,3.0,181,3.0,1.0,0,0,support,high,EMP04126,6,Customer Support,4.9,1,0.51
0.56,0.81,4.0,216,2.0,0.0,0,0,technical,low,EMP10385,5,Software Engineer,6.8,0,0.62
0.68,0.79,4.0,273,4.0,0.0,0,0,product_mng,low,EMP07473,7,Product Manager,6.0,0,0.64
0.22,0.74,3.0,199,6.0,0.0,0,0,accounting,medium,EMP02367,15,Financial Analyst,1.0,1,0.16
0.79,0.67,5.0,222,4.0,0.0,0,0,technical,low,EMP10495,7,Software Engineer,6.0,1,0.70
0.56,0.70,3.0,214,2.0,0.0,0,0,IT,medium,EMP03117,8,IT Support,5.2,0,0.54
0.70,0.57,3.0,179,2.0,0.0,0,0,support,low,EMP08451,8,Customer Support,7.1,1,0.70
0.63,0.40,6.0,177,2.0,1.0,0,0,sales,medium,EMP03996,7,Sales Executive,7.6,0,0.70
0.11,0.87,5.0,271,4.0,0.0,1,0,sales,low,EMP00477,7,Sales Executive,1.2,0,0.12
0.39,0.48,2.0,159,3.0,0.0,1,0,product_mng,medium,EMP01748,6,Product Manager,4.0,1,0.40
0.63,0.57,5.0,149,3.0,0.0,0,0,support,low,EMP08986,0,Customer Support,6.9,1,0.66
0.45,0.56,2.0,143,3.0,0.0,1,0,product_mng,low,EMP01057,12,Product Manager,4.8,0,0.46
0.57,0.54,4.0,210,3.0,0.0,0,0,product_mng,low,EMP10221,5,Product Manager,5.6,1,0.56
0.78,0.63,4.0,158,3.0,0.0,0,0,technical,medium,EMP10046,4,Software Engineer,7.9,0,0.78
0.88,0.66,4.0,275,3.0,0.0,0,0,sales,medium,EMP09403,8,Sales Executive,9.9,0,0.94
0.69,0.83,4.0,252,3.0,0.0,0,0,management,medium,EMP11099,9,Operations Manager,7.7,0,0.73
0.81,0.85,3.0,263,3.0,1.0,0,0,IT,low,EMP02352,3,IT Support,8.4,1,0.82
0.37,0.47,2.0,141,3.0,0.0,1,0,technical,medium,EMP12342,5,Software Engineer,3.6,0,0.36
0.78,0.76,5.0,168,4.0,1.0,0,0,sales,low,EMP02316,0,Sales Executive,8.3,1,0.80
0.58,0.75,4.0,233,2.0,0.0,0,0,marketing,low,EMP03291,6,Marketing Analyst,4.9,0,0.54
0.37,0.50,2.0,135,3.0,0.0,1,0,product_mng,low,EMP14433,16,Product Manager,2.2,0,0.30
0.58,0.91,3.0,154,10.0,0.0,0,0,product_mng,high,EMP11265,9,Product Manager,5.3,0,0.55
0.41,0.70,4.0,177,3.0,0.0,0,0,technical,medium,EMP04696,11,Software Engineer,4.3,0,0.42
0.72,0.71,4.0,256,3.0,0.0,0,1,sales,medium,EMP11800,8,Sales Executive,8.1,0,0.76
0.68,0.51,2.0,196,3.0,0.0,0,0,sales,low,EMP04063,1,Sales Executive,4.3,0,0.56
0.45,0.63,5.0,111,5.0,0.0,0,0,management,medium,EMP13305,11,Operations Manager,4.3,1,0.44
0.93,0.94,3.0,183,2.0,0.0,0,0,technical,low,EMP05227,5,Software Engineer,8.1,0,0.87
0.52,0.83,5.0,145,3.0,0.0,0,0,sales,medium,EMP11553,5,Sales Executive,4.4,0,0.48
0.73,0.90,5.0,184,3.0,0.0,0,0,IT,low,EMP11811,9,IT Support,8.2,1,0.77
0.32,0.50,2.0,135,5.0,0.0,1,0,sales,low,EMP00169,13,Sales Executive,3.3,0,0.32
0.55,0.62,5.0,197,2.0,0.0,0,0,technical,low,EMP05149,6,Software Engineer,5.8,0,0.56
0.54,0.74,4.0,164,2.0,0.0,1,0,sales,low,EMP14387,3,Sales Executive,4.6,0,0.50
0.78,0.63,3.0,192,2.0,0.0,0,0,support,medium,EMP05859,8,Customer Support,7.4,0,0.76
0.85,0.91,5.0,226,5.0,0.0,1,0,management,medium,EMP14272,5,Operations Manager,9.0,1,0.88
0.10,0.84,6.0,309,4.0,0.0,1,0,support,low,EMP00435,14,Customer Support,1.0,0,0.10
0.48,0.53,3.0,113,4.0,0.0,0,0,marketing,medium,EMP04740,14,Marketing Analyst,6.5,1,0.56
0.82,0.93,4.0,246,5.0,0.0,1,0,sales,medium,EMP01394,1,Sales Executive,9.0,1,0.86
0.49,0.51,2.0,182,3.0,0.0,0,0,sales,low,EMP06729,14,Sales Executive,6.1,0,0.55
0.86,0.79,3.0,106,6.0,1.0,0,0,sales,medium,EMP08028,1,Sales Executive,8.3,0,0.84
0.37,0.54,2.0,152,3.0,0.0,1,0,marketing,medium,EMP14677,19,Marketing Analyst,3.5,0,0.36
0.92,0.85,4.0,184,3.0,0.0,0,0,sales,low,EMP06887,2,Sales Executive,10.0,0,0.96
0.80,0.97,4.0,259,2.0,0.0,0,0,support,low,EMP07307,5,Customer Support,10.0,1,0.90
0.81,0.91,4.0,229,5.0,0.0,1,0,support,low,EMP00737,9,Customer Support,8.1,1,0.81
0.55,0.72,3.0,110,3.0,0.0,0,0,support,medium,EMP02880,0,Customer Support,5.0,0,0.52
0.48,0.84,4.0,228,3.0,0.0,0,0,technical,medium,EMP02479,12,Software Engineer,5.8,1,0.53
0.92,0.59,4.0,190,5.0,0.0,0,0,technical,high,EMP07976,8,Software Engineer,8.2,0,0.87
0.92,0.40,2.0,238,3.0,0.0,0,0,accounting,low,EMP10561,1,Financial Analyst,9.5,0,0.94
0.41,0.52,2.0,127,3.0,1.0,1,0,support,low,EMP14641,16,Customer Support,3.2,0,0.36
0.55,0.52,4.0,168,8.0,0.0,0,0,support,low,EMP11509,2,Customer Support,6.2,0,0.58
0.76,0.73,3.0,158,2.0,0.0,0,0,technical,low,EMP03015,9,Software Engineer,9.6,1,0.86
0.25,0.90,6.0,229,8.0,0.0,0,0,sales,medium,EMP11127,10,Sales Executive,3.3,0,0.29
0.68,0.79,4.0,184,3.0,0.0,0,0,marketing,low,EMP11818,9,Marketing Analyst,5.8,1,0.63
0.57,0.66,4.0,270,2.0,0.0,0,0,IT,low,EMP05026,4,IT Support,6.2,1,0.60
0.66,0.96,3.0,243,3.0,1.0,0,0,sales,medium,EMP11908,5,Sales Executive,7.6,0,0.71
0.29,0.88,6.0,183,4.0,0.0,0,0,IT,medium,EMP06244,19,IT Support,3.9,1,0.34
0.84,1.00,5.0,218,5.0,0.0,1,0,technical,medium,EMP14706,4,Software Engineer,7.6,1,0.80
0.50,0.96,4.0,274,3.0,0.0,0,0,sales,low,EMP07496,7,Sales Executive,4.1,0,0.45
0.62,0.70,5.0,270,3.0,0.0,0,0,technical,high,EMP04238,5,Software Engineer,5.1,1,0.56
0.64,0.99,4.0,180,4.0,0.0,0,0,product_mng,medium,EMP05029,3,Product Manager,8.0,0,0.72
0.66,0.65,3.0,234,2.0,0.0,0,0,marketing,medium,EMP07101,1,Marketing Analyst,7.2,1,0.69
0.09,0.95,6.0,271,4.0,0.0,1,0,sales,low,EMP14964,6,Sales Executive,1.0,0,0.10
0.76,0.89,5.0,262,5.0,0.0,1,0,sales,low,EMP12020,0,Sales Executive,7.7,0,0.76
0.85,0.81,3.0,205,3.0,0.0,0,0,marketing,high,EMP09920,0,Marketing Analyst,8.4,0,0.84
0.50,0.89,3.0,187,4.0,1.0,0,0,sales,medium,EMP06425,3,Sales Executive,4.0,0,0.45
0.44,0.44,2.0,141,7.0,1.0,0,1,management,high,EMP11757,7,Operations Manager,4.4,1,0.44
0.66,0.62,2.0,159,3.0,1.0,0,0,technical,medium,EMP07825,0,Software Engineer,6.8,1,0.67
0.09,0.94,7.0,247,4.0,0.0,1,0,sales,medium,EMP01248,12,Sales Executive,2.8,0,0.18
0.11,0.84,6.0,300,5.0,1.0,1,0,support,low,EMP12124,19,Customer Support,1.0,0,0.11
0.74,0.70,4.0,273,3.0,0.0,0,0,sales,medium,EMP14126,0,Sales Executive,6.4,0,0.69
0.94,0.80,5.0,170,4.0,0.0,0,0,IT,high,EMP07088,9,IT Support,8.5,1,0.90
0.93,0.99,3.0,169,3.0,0.0,0,0,technical,low,EMP11045,3,Software Engineer,8.9,0,0.91
0.90,0.92,5.0,245,5.0,0.0,1,0,sales,low,EMP00469,8,Sales Executive,8.0,0,0.85
0.48,0.90,4.0,208,3.0,0.0,0,0,sales,low,EMP13682,9,Sales Executive,5.6,0,0.52
